"","TMB dummy","TMB dummy","TMB dummy","TMB single spp pl","TMB single spp pl","TMB single spp pl","TMB single spp re","TMB single spp re","TMB single spp re","ADMB single spp","ADMB single spp","ADMB single spp"
"1",92.731157911475,92.731157911475,92.731157911475,92.7722852306707,86.1741076916004,99.370462769741,93.1768726237471,86.5482516608373,99.8054935866569,92.7312,NA,NA
"2",37.5262319552806,37.5262319552806,37.5262319552806,37.545714966034,33.233349371261,41.858080560807,37.6750444433244,33.3421558733652,42.0079330132836,37.5262,NA,NA
"3",40.5594671013088,40.5594671013088,40.5594671013088,40.5785255870146,36.1724727268982,44.9845784471309,40.6979615999632,36.274571735107,45.1213514648194,40.5595,NA,NA
"4",22.6169219832122,22.6169219832122,22.6169219832122,22.6280048710309,19.4015666286774,25.8544431133845,22.6368462735844,19.3982469283948,25.875445618774,22.6169,NA,NA
"5",71.5457671256265,71.5457671256265,71.5457671256265,71.5777351676452,65.7902827250779,77.3651876102125,71.766715083917,65.9634609563006,77.5699692115335,71.5458,NA,NA
"6",19.3865572765115,19.3865572765115,19.3865572765115,19.3934892373609,16.4318760833736,22.3551023913482,19.3688908806815,16.3976247863887,22.3401569749742,19.3866,NA,NA
"7",49.7359090690425,49.7359090690425,49.7359090690425,49.7426434890235,45.124379161903,54.360907816144,49.8498636006729,45.2197338640553,54.4799933372905,49.7359,NA,NA
"8",23.6271496125095,23.6271496125095,23.6271496125095,23.6293570672259,20.5017249382635,26.7569891961884,23.6272528927483,20.4910097570493,26.7634960284473,23.6271,NA,NA
"9",12.4374243196918,12.4374243196918,12.4374243196918,12.4390987736897,10.2117287070802,14.6664688402992,12.3525885339288,10.1207932465159,14.5843838213418,12.4374,NA,NA
"10",8.54344194154898,8.54344194154898,8.54344194154898,8.54468836452987,6.71048545144699,10.3788912776128,8.40937866501153,6.57373347116511,10.2450238588579,8.54344,NA,NA
"11",16.8974909670725,16.8974909670725,16.8974909670725,16.9016403461231,14.3133096563592,19.489971035887,16.8573640982397,14.2625503550581,19.4521778414212,16.8975,NA,NA
"12",76.3835322877776,76.3835322877776,76.3835322877776,76.4124233444821,70.9780844274043,81.8467622615599,76.5505531272783,71.1064128569427,81.9946933976139,76.3835,NA,NA
"13",37.7198651084371,37.7198651084371,37.7198651084371,37.735147797975,33.9040764460648,41.5662191498852,37.7933917181852,33.9529329618828,41.6338504744876,37.7199,NA,NA
"14",27.2054929777799,27.2054929777799,27.2054929777799,27.2175007688995,23.9361469586304,30.4988545791687,27.2370470120893,23.9468382725875,30.527255751591,27.2055,NA,NA
"15",54.6481779976711,54.6481779976711,54.6481779976711,54.669941366275,49.9729065602418,59.3669761723082,54.7789095975995,50.0710169396426,59.4868022555564,54.6482,NA,NA
"16",18.7580198574566,18.7580198574566,18.7580198574566,18.7644465850069,16.0606939010762,21.4681992689376,18.736444060259,16.0255654603513,21.4473226601667,18.758,NA,NA
"17",14.8591951906834,14.8591951906834,14.8591951906834,14.8628811771054,12.4424286953834,17.2833336588274,14.8022316957549,12.375962991014,17.2285004004957,14.8592,NA,NA
"18",32.6309114649018,32.6309114649018,32.6309114649018,32.6368563930507,29.0928612989442,36.1808514871573,32.6775429921348,29.1245828676585,36.230503116611,32.6309,NA,NA
"19",48.1466831742318,48.1466831742318,48.1466831742318,48.154097344119,43.8719334274456,52.4362612607925,48.2422611236735,43.9504696225515,52.5340526247955,48.1467,NA,NA
"20",22.6280221227594,22.6280221227594,22.6280221227594,22.6320876186361,19.6847467733786,25.5794284638935,22.6253840452844,19.6704979442682,25.5802701463005,22.628,NA,NA
"21",23.0315747665855,23.0315747665855,23.0315747665855,23.0385221750698,20.128299191361,25.9487451587787,23.0340456263445,20.1167583798808,25.9513328728081,23.0316,NA,NA
"22",33.682045983043,33.682045983043,33.682045983043,33.6955959746609,30.2347549256382,37.1564370236837,33.7333026193737,30.2649232780364,37.201681960711,33.682,NA,NA
"23",49.7266738321489,49.7266738321489,49.7266738321489,49.7478774470221,45.6531364460014,53.8426184480429,49.8212518105022,45.7193911854093,53.923112435595,49.7267,NA,NA
"24",31.1644442667558,31.1644442667558,31.1644442667558,31.1737157384489,28.0281183742473,34.3193131026505,31.1971569245067,28.0457096353843,34.348604213629,31.1644,NA,NA
"25",21.3576991924449,21.3576991924449,21.3576991924449,21.3617227993742,18.8263891954349,23.8970564033136,21.3476711248256,18.8078619216393,23.887480328012,21.3577,NA,NA
"26",10.3511261359707,10.3511261359707,10.3511261359707,10.352704622392,8.63946206434673,12.0659471804372,10.273409173271,8.55877160542953,11.9880467411124,10.3511,NA,NA
"27",7.50446803438175,7.50446803438175,7.50446803438175,7.50599800735078,6.0379811337697,8.97401488093186,7.39493663666841,5.92723914136616,8.86263413197066,7.50447,NA,NA
"28",19.3255944766155,19.3255944766155,19.3255944766155,19.3303536276869,16.8892786751449,21.7714285802288,19.3094520151976,16.8637223368177,21.7551816935775,19.3256,NA,NA
"29",45.7409349513643,45.7409349513643,45.7409349513643,45.7531150775281,41.6988557278787,49.8073744271774,45.8302255975614,41.7670306619156,49.8934205332071,45.7409,NA,NA
"30",18.9328672259292,18.9328672259292,18.9328672259292,18.9373787934891,16.1936595511499,21.6810980358283,18.9138604968809,16.162252023962,21.6654689697999,18.9329,NA,NA
"31",76.695495461248,76.695495461248,76.695495461248,76.7037151072496,70.6836304819897,82.7237997325095,76.9035816775981,70.8646978540292,82.942465501167,76.6955,NA,NA
"32",31.2913496877762,31.2913496877762,31.2913496877762,31.2868906417422,27.2345417098812,35.3392395736032,31.3544278284141,27.2840106048798,35.4248450519485,31.2913,NA,NA
"33",20.0567229607047,20.0567229607047,20.0567229607047,20.0612396699816,16.5592628844038,23.5632164555594,20.0488172831391,16.528441880598,23.5691926856801,20.0567,NA,NA
"34",16.0719195787455,16.0719195787455,16.0719195787455,16.0764972055831,12.6078888380697,19.5451055730964,16.0092355518451,12.5193175581043,19.499153545586,16.0719,NA,NA
"35",83.314493403547,83.314493403547,83.314493403547,83.33659977205,72.3238437477005,94.3493557963995,83.9014119680653,72.7745727077138,95.0282512284169,83.3145,NA,NA
"36",33.1058469298281,33.1058469298281,33.1058469298281,33.1129219763468,25.1294894970652,41.0963544556284,33.366035619556,25.2561005501503,41.4759706889617,33.1058,NA,NA
"37",16.2951968109295,16.2951968109295,16.2951968109295,16.2982440373491,9.20222039059358,23.3942676841046,15.9388100806452,8.69695912299101,23.1806610382994,16.2952,NA,NA
"38",13.0100078846618,13.0100078846618,13.0100078846618,13.0120741178986,5.55648684162378,20.4676613941735,12.1474703285505,4.54329833883753,19.7516423182635,13.01,NA,NA
"39",18.0763826031564,18.0763826031564,18.0763826031564,18.0781353774969,4.72786509553778,31.4284056594559,17.1997128116653,2.87952340059014,31.5199022227405,18.0764,NA,NA
