"","TMB pl Avg N","TMB pl Avg N","TMB pl Avg N","TMB pl N","TMB pl N","TMB pl N"
"1",0.10191591953032,0.0669012139803449,0.136930625080295,0.101246642031105,0.0662578510082923,0.136235433053918
"2",0.123452513452141,0.0871204909176712,0.15978453598661,0.121893008551743,0.0860216792658956,0.157764337837591
"3",0.296992828765204,0.250064813422572,0.343920844107836,0.291065190900734,0.245317118126096,0.336813263675372
"4",0.0720072480264714,0.0449948006326227,0.0990196954203202,0.0698905590175461,0.043631288900262,0.0961498291348302
"5",0.11249325136046,0.0760099357509247,0.148976566969995,0.109618205854063,0.0739523344562583,0.145284077251867
"6",0.263035383231464,0.203360942765987,0.32270982369694,0.258476668533181,0.200023265841269,0.316930071225093
"7",0.447300925291821,0.369664028007137,0.524937822576506,0.438046720331633,0.362018488005272,0.514074952657994
"8",0.305317489517045,0.235388833991665,0.375246145042426,0.298720535783984,0.230326806250994,0.367114265316975
"9",0.331215289028002,0.25714050529524,0.405290072760765,0.321354702365968,0.249655034349675,0.393054370382262
"10",0.219473403238579,0.154065818544511,0.284880987932647,0.215370824063522,0.151159588467916,0.279582059659127
"11",0.290226845961045,0.209727427384669,0.370726264537421,0.283343699769379,0.204780687792947,0.361906711745811
"12",0.322108639254743,0.258284713461113,0.385932565048372,0.320221163674082,0.256598145570862,0.383844181777302
"13",0.418714423690454,0.342542553741435,0.494886293639473,0.421063304595942,0.344405386312538,0.497721222879346
"14",0.523139902399444,0.439232907477303,0.607046897321586,0.522886673962507,0.438987891243957,0.606785456681058
"15",0.52910629990215,0.445637386229185,0.612575213575115,0.531058117637199,0.447216056765531,0.614900178508867
"16",0.249644835909546,0.180821257300909,0.318468414518183,0.248672832286652,0.180123390122733,0.317222274450572
"17",0.308178203804051,0.232113914090765,0.384242493517336,0.309511220239964,0.233053830363652,0.385968610116276
"18",0.405629119712223,0.318942025095036,0.492316214329409,0.407829443799114,0.320592000062094,0.495066887536134
"19",0.268215930557519,0.20007505825563,0.336356802859407,0.269757501911754,0.200966300589549,0.338548703233958
"20",0.262107045447578,0.191603077271822,0.332611013623333,0.260307312681511,0.190261900975555,0.330352724387468
"21",0.40017248299514,0.320115061146956,0.480229904843324,0.402811686957378,0.322191775642169,0.483431598272588
"22",0.29246886500078,0.212353369389665,0.372584360611894,0.290975455595195,0.211055616804109,0.370895294386281
"23",0.351230623090791,0.267265905406423,0.435195340775159,0.351135274230627,0.267083842198805,0.43518670626245
"24",0.428128426769448,0.335050247007869,0.521206606531027,0.429463877153737,0.336025103992029,0.522902650315444
"25",0.540782369471653,0.426822466346177,0.654742272597129,0.540490803364089,0.426454797600786,0.654526809127392
"26",0.387011394072434,0.295387872578518,0.47863491556635,0.387131442087399,0.295531399078333,0.478731485096466
"27",0.260445873435146,0.178586092308479,0.342305654561813,0.26099976723884,0.178893822302012,0.343105712175668
"28",0.373237493630868,0.289840441391022,0.456634545870713,0.380052393262391,0.294918328599302,0.465186457925481
"29",0.285258803595957,0.212679734534584,0.357837872657331,0.28539820963344,0.212489544861097,0.358306874405784
"30",0.24948733233285,0.177850068962277,0.321124595703423,0.250510998089828,0.178546560288038,0.322475435891618
"31",0.320087753274199,0.245204943490376,0.394970563058022,0.32141354041803,0.245895950302182,0.396931130533877
"32",0.277627290328873,0.195748301586685,0.35950627907106,0.275853691272883,0.194391288443837,0.357316094101929
"33",0.185533101156678,0.115855797028986,0.25521040528437,0.184880253888281,0.115231570999856,0.254528936776706
"34",0.332138443214002,0.236340108865697,0.427936777562307,0.332391923295497,0.236489732435716,0.428294114155277
"35",0.304679558213308,0.206389686916728,0.402969429509889,0.306271805539984,0.206782607680453,0.405761003399515
"36",0.242988556645011,0.145128976305279,0.340848136984744,0.240715690939,0.14340801212103,0.338023369756969
"37",0.199269397191848,0.0838062898913098,0.314732504492386,0.197421033839254,0.082752122498932,0.312089945179576
"38",0.33448504174433,0.109728281217654,0.559241802271005,0.328348650281361,0.108234111179268,0.548463189383454
"39",0.225370800287519,-0.0124543553082282,0.463195955883267,0.223568910147837,-0.0130668565072763,0.46020467680295
